Country Name,Country Code,Indicator Name,Indicator Code,year_1960,year_1961,year_1962,year_1963,year_1964,year_1965,year_1966,year_1967,year_1968,year_1969,year_1970,year_1971,year_1972,year_1973,year_1974,year_1975,year_1976,year_1977,year_1978,year_1979,year_1980,year_1981,year_1982,year_1983,year_1984,year_1985,year_1986,year_1987,year_1988,year_1989,year_1990,year_1991,year_1992,year_1993,year_1994,year_1995,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,1787.360378,1971.316356,2131.391688,2294.182886,2501.293232,2620.475592,2784.733595,2960.722636,3121.889084,3344.783659,,,,,,,,,,,19393.78411,17664.63918,18000.19091,17858.87788,16991.36641,17151.92034,24459.62702,30440.68094,32690.43027,31308.17238,39575.72681,39544.72449,40713.15735,39236.67608,43092.0134,50115.13886,48092.25421,41584.08362,42680.19495,41696.94037,38864.0439,39638.43879,42458.53416,49337.54689,54659.6403,56243.9473,59008.99301,64991.00515,74175.87764,71565.56998,76531.37294,90476.75897,85836.20768,87304.33058,88724.99094,83806.4476,82153.07454,82254.37693,85216.64295,84121.93103,85656.32267,91991.60046,92101.46974
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41229.01427,43247.686,44318.2211,42678.27703,45279.64194,49428.30976,57200.46646,58550.65717,63665.31535,75148.34944,,,,,,,,,58093.99606,57683.8939,62316.21995,61281.32722,57339.52687,67960.727,
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,504.8011378,580.8134132,663.816285,646.0306139,675.6993291,679.1978576,781.7781738,756.6911153,757.6899494,865.756324,931.1676818,1089.342664,1166.375986,1632.389441,1547.797562,716.3446001,956.848647,1273.087681,1435.841282,1929.007223,2531.573261,2965.37426,2144.985787,1699.692543,1615.361915,1436.176916,1509.532606,1750.658691,2015.735295,2276.341379,2481.739743,2789.809659,3335.064959,3521.711814,4011.694136,5094.505484,5376.149433,5788.859948,5467.570877,4981.191106,5097.114937,4606.890564,4479.175044,4824.220541,6185.514792,7561.830548,9418.062718,10461.36609,10783.17082,10182.86056,12767.78204,14628.57246,15406.49284,15833.27592,14666.34312,13569.94813,13785.6876,15045.52785,15795.70814,14627.14502,13165.38634,16247.40102,15355.5065
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,89.52021792,75.80556391,70.90915535,74.31337482,85.4982461,98.48642175,104.3241891,96.58918279,91.47238766,100.1295413,113.1625825,118.6541489,131.8855322,157.0891484,160.1476807,178.3395768,165.4042325,185.4204992,156.3963885,183.9831522,194.8047222,197.0714745,203.3349195,225.4319289,250.713969,294.4588485,281.9281209,251.811957,283.5376952,310.8819124,317.884673,333.1421454,366.4606923,377.3898395,473.4899347,609.6043623,709.4158882,781.7425926,828.5946577,873.297611,959.3604121,1053.112272,1148.514188,1288.637543,1508.667946,1753.414263,2099.219342,2693.958555,3468.327063,3832.227428,4550.473924,5614.385739,6300.582352,7020.385682,7636.074223,8016.446016,8094.390375,8817.045496,9905.406118,10143.86021,10408.71912,12617.50499,12720.21564
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,147.2778338,160.6527172,161.390234,183.1001575,213.1416085,204.7170592,219.2378316,222.9755139,253.7137395,259.0526532,265.7403582,277.0004113,309.2651081,400.8745244,468.8026281,568.1135072,652.702808,844.8156259,1025.933653,1143.385842,1225.415513,978.0747677,845.6649778,736.7106159,711.0852573,700.2808237,888.3413756,945.9986255,928.6417264,851.2133952,906.4115132,848.2820276,868.7255417,829.4824768,602.3319701,769.2556836,1220.121444,1176.851967,1237.131417,1154.479067,986.7773529,974.779985,1020.950491,1173.063882,1267.764823,1267.087311,1303.564967,1451.232531,1683.337505,1638.804684,1654.177959,1701.704641,1649.301615,1903.054229,2124.01943,1941.581898,1999.195372,2113.341525,2295.540335,2290.787379,2349.069882,2613.378893,2486.412194
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,120.0181936,125.5255861,130.8953012,132.3481143,139.7805908,143.0704676,145.9989461,156.6797707,170.7455957,175.0733169,178.4061666,186.6419301,220.0248077,271.6785433,299.8619033,386.2209426,381.4266016,435.3905635,581.8907065,718.0313329,783.4101438,748.7713995,730.7688958,743.4740687,768.9839829,871.5411191,1172.490249,1250.697602,1137.225183,993.087358,1077.333545,1005.304364,995.3144934,1295.916462,692.8587339,822.3632128,817.1840938,773.9271462,789.2742925,786.8458877,700.1632362,706.9842173,780.2705538,976.5193032,1119.980861,1129.35798,1177.968605,1311.002963,1476.009078,1445.860248,1383.813864,1497.926586,1433.723927,1559.13905,1631.713986,1399.675336,1426.065481,1479.862223,1594.060109,1538.687912,1539.130547,1666.932809,1588.478723
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,219.9058268,196.9432097,234.9758604,376.146484,169.8437994,231.8983207,252.6321687,183.1985782,205.5312964,256.9781628,242.0479127,270.1097535,290.2079688,360.1296474,427.5117054,444.0840558,407.8874106,508.9127897,614.5296045,581.730373,538.9605275,456.6217541,483.7719772,379.474099,262.9775139,233.6048929,255.1720563,234.2104132,262.5566318,259.056194,259.8055972,258.7843937,214.6321373,270.490946,140.2096828,130.3762562,130.8164965,135.8889305,135.4774002,99.75725083,392.6263338,148.4471235,168.9448053,167.9815754,187.856781,211.5726295,247.5419356,277.6120796,317.8892099,290.1556749,324.827726,376.3749811,412.7762607,444.8643574,472.266236,482.0645685,456.0279505,451.0890886,546.2125933,575.8827813,524.6666863,577.2092152,586.4642889
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,124.7823587,139.9957535,149.7024671,150.7381681,158.1355932,164.2505324,177.6110946,185.7116481,190.8986635,195.5006503,196.8238117,223.6753159,276.4939418,353.7525806,370.4183027,472.0820704,453.0691998,448.5010855,502.9580189,670.3599147,932.5085442,1065.741618,1130.258494,1074.505323,1095.837852,1047.66784,870.2999745,1049.847829,981.8936516,1030.362504,1173.264436,1110.972105,1163.534936,1034.753192,662.8773345,771.6139458,902.0457459,807.8918989,663.7287033,780.5897051,1029.960689,859.4400122,910.8697114,1023.088496,1314.41128,1810.588944,2116.868944,2219.912305,2848.65316,2283.949871,2962.76248,3415.062376,3753.860925,3719.651037,3622.530074,2347.818507,1970.250199,2088.500299,2512.384167,2288.808086,1838.448124,2290.382994,2447.988989
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,256.9628474,280.5791374,296.8937904,280.9934943,336.7220688,315.2123295,288.5758901,301.1363825,299.9226051,316.3050073,344.3325998,365.3459511,395.9876223,460.6007113,540.2261889,559.6814415,641.5507204,796.5561923,930.4062021,1092.304564,1275.996593,1358.485452,1421.921688,1381.120048,1333.370911,1189.869405,1166.300797,1188.551777,1254.531546,1238.603367,1467.547436,1491.856728,1720.568557,1920.398967,2314.90099,2571.46819,2652.103881,2860.040941,2595.543012,2236.072925,2546.850213,2465.007011,2421.162103,2305.170507,2811.45945,3448.538274,3782.603504,4762.082973,5534.689447,5245.951665,6392.758026,7392.9436,8096.80151,8263.641929,8167.472842,6228.651622,5936.261022,6449.970987,6782.03792,6436.509215,5304.289129,6182.707099,6630.282726
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,646.3605344,580.94102,530.2043593,538.0568571,505.1009277,523.6951856,723.1827601,850.4331284,873.6247037,813.8460191,996.5280538,958.9211492,1009.710263,977.4743806,674.1373079,823.6766098,801.261221,721.6272999,717.3181318,726.4888885,654.180431,691.0419781,761.9478884,959.2289884,1090.427168,1103.195417,1155.085676,1289.79485,1454.650909,1409.106673,1384.063284,1526.832638,1483.951559,1595.989819,1608.687875,1322.936775,1357.266229,1414.586689,1531.337811,1510.797323,1519.58678,1577.470841,1484.892465
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,448.3971344,433.6239641,430.9607414,418.393681,393.5310416,405.2331314,553.7822481,674.6226568,748.2543825,746.7501613,841.8050136,858.0870372,935.1061412,1251.866347,1012.263391,1184.176735,1192.329989,1139.217697,1185.58374,1317.573685,1176.707258,1208.457605,1311.214577,1693.978552,1900.888467,1972.784937,2220.098177,3268.305689,3839.863644,3592.315891,3500.977452,3880.069182,3583.461717,3757.659953,3739.278279,3169.078915,3312.696757,3534.343583,3860.454811,3928.309096,3223.735602,3557.837775,3902.589049
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,376.9687856,351.2010859,331.1462142,341.5761929,349.9013435,369.9805593,391.2112877,409.983118,440.6006684,472.671832,530.7063371,565.2875343,633.1996601,762.0825202,809.6960523,928.505086,1113.036426,1380.475197,1541.069635,1717.784647,2001.176738,1057.416315,1021.892746,1199.898669,1357.643286,1414.128192,1551.691775,1549.941803,1537.461223,1705.431654,1808.495959,2221.474653,2578.025031,2814.044548,3005.540323,3240.711145,3194.112988,3373.410585,3580.933885,3653.754208,3773.033793,3941.598643,4021.425361,4123.506487,4376.080428,4643.45857,5188.361792,6055.086779,6841.91146,6737.860754,8147.243985,9137.455102,9971.651656,10633.26656,10737.67888,11529.95517,11899.81398,12118.13362,12383.14995,12669.34116,12179.25667,12537.25675,13198.82172
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,446.7243441,475.196775,493.2914504,515.4302266,546.452701,578.9539974,618.508771,654.1270615,640.5621485,687.9292957,746.0281551,799.6753787,911.4536236,985.6325581,1266.1946,1463.422035,1490.407215,1712.863803,1736.624601,1974.780393,2434.179143,2656.804488,2915.116468,2921.933513,2762.383472,2707.098862,2449.99985,2613.338979,2752.330066,2802.623229,2995.966897,2956.092297,2885.095524,3097.287282,3226.763708,3524.139861,3809.576981,4418.6581,4681.018056,4925.011154,5246.596267,5368.469898,5594.321499,5938.534367,6453.146297,7248.425703,8192.985214,9053.247567,10222.72794,8592.549104,9271.138079,9947.61599,10416.84121,10542.07521,10711.77866,10447.67995,9769.469641,10061.08661,10339.10078,10409.71638,8864.60437,10114.14684,12382.37538
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,641.8533072,766.1069507,887.2171977,1074.18706,1211.71041,1369.245073,1436.285607,1468.709342,1833.990853,2003.582846,2030.041049,2046.010188,2114.620716,2223.920891,2388.285775,2258.389142,2366.921203,2441.575942,2633.847388,2567.017064,2695.614865,2269.645578,2048.068839,2063.222123,2613.005039,2784.902605,2281.97555,2306.38394,2332.508217,2562.274105,2752.203783,2844.244437,3007.193074,3205.688398,3403.296163,3791.873006,4336.87333,4814.854876,4992.824494,5094.437562,5275.532601,6106.006792,6467.337914,6814.243844,7117.52691,7683.757891,8055.889907,8543.360968,8831.907222,9139.415856,9499.590202,48436.37897,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19446.45657,19886.67837,19762.73962,19552.66055,19260.26985,18881.83062,18788.80728,18956.09797,19024.17715,16109.86175,17717.59648,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87184.51299,89960.68303,89704.22255,81398.3236,76873.19532,75435.61523,75466.13587,75685.35837,76610.64797,77295.84566,78858.27966,81255.11227,85231.77515,89846.3211,83897.50521,88475.60088,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,976.3342285,1157.411621,1476.271484,1929.403564,2559.259766,4232.022949,4033.240479,4122.784668,4091.048584,4258.743652,4488.287109,5642.631348,6690.578125,7645.629883,8038.914063,9641.575195,9696.099609,11310.07227,10526.1416,11617.69238,15261.41016,15139.22656,14234.24414,15092.82617,15287.91895,14388.34766,14821.44727,16093.21484,20252.23828,23792.62109,24959.25977,26729.32422,31244.92578,35397.36328,32109.24219,31105.02734,32485.80273,28991.92969,27797.45313,27244.34375,23487.21875,24715.14258,26697.00586,29419.88672,29417.92188,28035.98438,31552.03516,31283.50586
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3941.503094,2896.609131,3372.86543,3956.200967,4630.537811,5823.974997,6532.905243,6034.523339,6489.71032,6337.409954,6028.582612,6637.106512,8060.888811,9818.568493,11749.87552,13430.66055,15261.80885,18466.57826,22804.6222,19861.69743,19960.06849,21871.26608,19870.80121,20133.16914,19890.91991,17829.69832,18575.23203,20636.19995,23424.48046,23664.84786,22992.87938,26822.51419,27638.37328
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,2761.166833,3192.133616,3809.981445,5046.755103,5639.077621,6236.358881,6634.856899,7682.953775,9482.04285,11281.02332,12138.3081,10209.07312,9913.737642,9864.34494,9313.169412,9429.569217,13461.831,16677.51079,17931.28232,17764.37645,22303.96133,23357.75773,26438.23039,25522.62957,27076.60675,31658.34938,30485.86655,26964.04947,27289.05936,26734.94254,23694.76048,23628.32721,25197.2656,30310.3576,34106.65812,34520.23965,36353.88033,41640.08087,45612.71062,41650.36783,41572.45595,46705.8958,43855.85447,46298.92292,48023.86998,41103.25644,42136.12079,44652.58917,47939.27829,46793.68676,46772.82535,51203.55447,48432.45587
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,850.9654836,,825.5468795,820.5767723,785.2944654,783.6958542,735.7303869,767.1062359,762.4751841,788.6244733,790.5161067,766.315697,752.7494467,740.0389531,745.2067822,742.8656972,747.7791229,749.0816325,771.3742316,813.8979436,852.8901883,907.8179438,980.0310324,1131.635726,1164.251683,1227.820853,1322.726251,1418.460858,2102.197948,2239.114538,2409.311902,2545.738799,2655.73322,2755.838293,2876.043664,2917.996281,3050.306282,3136.11296
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,635.8701922,788.2421639,756.0707851,997.6246723,1125.80748,1232.720743,1365.249159,1517.419244,1668.974984,1897.942267,2144.796555,2430.589145,2645.762672,2899.060601,3178.475332,3386.665981,3549.652676,3820.545017,3967.026809,4225.850637,4385.994541,4676.827165,4829.241889,4879.149773,4991.764173,4881.138793,5016.088237,5354.799195,5304.126097,5677.051175,6126.849496,6661.465047,7109.978253,7182.400203,7288.497948,7054.875977,7240.679119,7498.917522,7724.042411,8223.04145,7408.091301,7833.195013,8561.587011,7003.469891,7668.158132,8414.536593
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,2487.136099,2700.746423,2776.135388,3151.133159,3464.455153,3845.486428,4654.304518,6119.370223,6770.750028,7999.112667,8787.553381,9783.865605,11825.965,13752.10787,13883.7845,12081.85759,11804.37386,11857.90294,11562.92838,12253.10985,17201.10653,21340.67587,22526.96306,21901.12965,26891.62751,27011.55341,29569.49706,27597.80852,29995.80756,35351.5758,35650.88828,32836.14295,33368.00962,33440.60306,30743.3797,30751.58969,33228.63392,40458.94117,46511.93475,48799.74423,52027.18907,58487.04601,64321.67448,58163.63853,58041.39844,61753.64713,58507.50805,61191.1937,62548.98473,53254.85637,54663.99837,57610.09818,61591.92887,59592.98069,60915.4244,68007.75667,66983.132
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,203.8797509,191.9074408,234.0419248,258.7602227,273.32472,229.5596054,246.7714549,251.8425784,255.0535031,282.6815997,331.8907091,362.2951315,420.6314721,483.346021,587.6572891,704.833669,754.7774565,854.9928677,861.5138042,977.4143146,1174.693354,1284.789553,1374.46864,1499.964294,1845.560023,786.029638,934.0592441,870.6550174,786.3824251,957.9600927,992.2389642,1349.813238,1562.522047,1726.625479,1896.020117,2114.0906,2276.698374,2456.105927,2616.74548,2631.74358,2845.84661,2953.247928,3085.517866,2399.498123,2468.436815,3903.815184,4080.045714,4676.079111,5053.330291,5002.153233,5509.568054,5859.381545,6049.471611,6171.295064,6533.670968,6838.936735,7191.069713,7513.497951,7947.159354,8173.344646,7167.914932,8476.749688,10120.55116
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,239.0330056,209.9171775,169.9270132,225.8233912,238.8778048,253.3090588,241.0025716,261.3662337,292.0289837,315.5620941,352.5338401,359.8217742,468.6192604,588.9071966,871.7314622,989.3930797,1074.405245,1223.991887,1495.209103,1829.897314,2259.724367,2291.755924,2260.347688,2359.593264,2510.036833,2617.725449,2783.43122,2829.879469,2437.37806,2235.268024,2431.551269,1749.286087,1794.623507,1825.875123,1522.82521,1466.544691,1619.532403,1634.46741,1610.302968,1602.864915,1780.376071,1754.582365,1794.811114,2117.048229,2624.795232,3131.328176,3500.13461,3971.803488,4946.564017,3898.478806,4495.921455,5473.281801,5610.733306,5519.777576,5516.229463,4197.419971,3967.20066,4134.936099,4171.795309,4021.983608,3354.157303,3700.311195,4273.922183
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,90.71921239,79.9072259,72.01567731,76.06581089,85.68460433,97.34745899,103.6020832,97.9968194,96.68455076,105.6337952,114.1882806,119.5177015,132.2451159,162.5640815,180.0019818,198.4860221,198.2535995,225.1799876,214.8959136,245.0095715,278.4613344,292.652273,302.0814164,311.1905886,331.912064,357.5216501,350.7449449,340.71221,371.3630556,394.9946044,416.6778135,445.0819475,491.7768714,532.4917988,632.2659356,770.095438,873.5405805,893.3800186,804.2770907,875.652521,954.4402678,1007.04169,1104.502936,1238.476501,1425.370608,1637.759748,1956.520019,2454.110648,3080.444256,3316.541049,4006.200578,4860.739218,5375.84283,5882.142195,6291.283382,6501.712686,6591.136406,7149.121268,7944.471368,8169.008923,8262.89755,9812.145975,9952.188121
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,153.4776064,159.2525212,159.6437025,165.0338376,184.5483892,194.8912553,187.8215381,192.5076709,203.0063089,220.9544365,228.3833892,241.2768501,257.6025296,321.6281224,438.345605,459.9377102,490.4587042,534.9418108,601.1213688,687.9424133,835.2095069,909.2566516,843.3833701,828.6142581,824.3543048,803.6010596,792.9986533,786.6382237,799.1688983,795.4713291,911.3263622,942.6865466,1013.398681,1090.323308,1123.6508,1129.355713,1206.545953,1264.202992,1222.506447,1268.951247,1354.97962,1318.622535,1259.776023,1378.403952,1577.937232,1809.847606,2036.405187,2370.896453,2632.819457,2502.95553,2988.449997,3250.776704,3348.112789,3347.113999,3414.437827,3204.508591,3264.725075,3485.109554,3480.280784,3506.634175,3232.24714,3714.713915,4069.176012
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,148.2129653,148.460667,149.4794468,162.8250932,182.4912808,198.4486718,216.1727467,228.6878389,246.0305036,276.1784382,317.3466494,343.0224257,415.7482029,535.7750163,604.5851064,649.8995928,702.7221831,824.4969539,1024.325099,1095.517962,1166.772129,1266.980519,1221.930353,1279.560324,1350.020303,1403.427446,1805.217571,2085.804177,2469.398762,2532.56087,2605.907378,2899.938507,3126.502248,3451.761966,3861.094211,4331.65087,4124.722605,3898.127036,3449.921307,3814.89189,4089.042659,3769.110169,3796.538934,4141.299245,4609.602569,4881.332927,5134.809962,5695.51483,6518.999914,6661.461523,7721.625263,8890.748424,9435.97324,9468.444029,9694.447645,9586.891992,9855.059823,10452.73707,11311.76908,11480.70382,11482.8805,13119.40565,12906.69401
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2419.406054,2320.556634,2467.896029,2384.119669,2181.717406,2136.329202,1829.832171,1955.892267,1973.001258,2056.342924,1903.689944,1597.093909,1788.405846,1766.924381,2024.52034,2552.669306,3380.644908,4272.294816,5231.247792,6713.473631,8288.165608,6465.414241,7789.147103,9625.735509,10208.41973,10750.56158,9890.316591,7459.081845,7044.68473,7865.227451,7995.718829,8128.395055,7462.097631,8919.908636,10376.78025
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,1038.078255,1107.354995,1147.866827,1258.62194,1382.450417,1547.009064,1838.414726,2316.777812,2598.317256,3013.579245,3110.611248,3501.107561,4244.094182,5157.073943,5801.487692,5129.723669,4913.8798,4739.582207,4528.21486,4657.691539,6317.870594,7757.470611,8580.226778,8644.076579,10522.18573,10799.0708,11533.70872,10557.83686,11010.61512,12692.6043,12929.49279,12240.13337,12540.68477,12389.65602,11667.34207,11768.86293,12865.05473,15600.8596,18128.95409,19225.89155,20749.89102,24158.91244,26480.67129,23197.64344,23640.97882,26151.00929,25093.6904,26090.30283,26321.08796,22560.0453,22380.61799,23644.78073,25244.03379,24870.57647,23995.15,27239.94011,27363.87464
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,448.1148818,369.1145602,310.4450475,362.380504,432.958584,447.2346405,442.033326,451.2892925,443.2423905,518.9507499,463.7725954,433.6710043,487.628965,579.0921152,954.8751225,1088.081918,1244.727532,1468.874206,1545.823686,1789.231164,2197.86816,2611.254219,2324.829958,1950.060354,1874.382638,1853.092531,1613.697479,1433.332609,1309.143841,1360.487465,1458.326872,1589.752174,1657.85872,1701.159459,2001.178159,2113.263652,2142.328641,2349.218685,2293.655828,1582.758607,1451.530885,1904.81367,2184.209244,2438.343684,2703.565671,3014.310009,3340.840903,3579.032244,4260.433184,4240.702593,4640.246344,5202.656459,5678.455721,6050.354611,6374.631486,6130.586676,6079.088736,6246.404252,6321.349401,6233.258167,5645.19929,5965.132871,6391.282484
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,160.5747365,166.9561122,172.9638574,178.657108,191.918574,231.2174024,242.1332786,255.971414,272.0453531,243.3132672,299.9871999,335.8463339,354.8976152,356.2506611,422.696046,495.3285356,493.0131759,600.0430521,653.9354412,697.8979337,780.5105282,802.2179694,765.6057309,644.2196325,712.914876,751.1874902,637.8975973,697.7260405,758.8296192,826.7189671,937.5431501,1031.488078,1170.804798,1239.353562,1297.57469,1398.859831,1327.096518,1144.532398,1056.937209,1016.253884,1133.105461,1332.33941,1586.472921,1941.899973,2212.218148,2509.772034,2645.622535,3059.135428,3088.890834,3196.861381,3370.382447,3331.612461,2439.967284,2531.200079,3017.258336,3571.556907,3886.722498,4295.407496
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,923.0447006,1005.249769,1107.113009,1231.552647,1357.930372,1471.179984,1591.748746,1716.87143,1830.388101,2029.043549,2238.055285,2522.33181,3026.310715,3903.885107,4402.598517,5079.414747,5277.951958,5979.396152,7291.47511,8795.164105,9806.2994,8488.391129,8194.848117,7978.51753,7640.731798,7835.273215,10969.7887,13531.63259,14833.46552,15088.26973,18903.28296,19551.2827,21471.19469,19566.83957,20594.63618,23693.83364,23912.09326,21809.20806,22380.01143,22219.26755,20215.55369,20450.57671,22213.00242,27193.00196,31004.9761,31947.66797,33794.82226,38715.44386,42353.18619,38578.92139,37605.03538,40656.43927,37594.91772,39119.9712,39913.12126,34388.81037,35164.06478,37157.1126,40045.56619,39183.10234,38161.66594,42472.33269,40755.04738
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,396.3922533,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1212.289326,1362.165524,1708.808629,2247.553377,2749.924663,3209.837445,3279.312671,3627.590663,4356.43922,5770.214614,6208.578019,5371.166436,5159.708645,4478.500286,4489.988939,4699.655764,6513.503286,8239.613802,9703.123838,10681.9712,13804.87679,14811.90282,16112.18892,13339.90856,13415.287,15471.96272,16109.0844,14730.79718,15394.35146,15720.6405,14749.68742,15369.00116,17106.68658,21510.83625,24907.00085,26429.15094,28389.07858,32591.35031,35510.72223,32169.50285,30532.48051,31677.90031,28322.94659,29077.18206,29513.65118,25754.36103,26537.15949,28185.32137,30379.72111,29581.51855,26959.67544,30103.51373,29350.16852
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134.389753,3380.926302,3682.952301,4093.392477,4140.936602,4070.609024,4505.858332,5341.628947,7203.523038,8914.103557,10412.64431,12639.40007,16744.58445,18204.96648,14711.73527,14663.04461,17487.80478,17403.20533,19056.00192,20261.06673,17402.03761,18295.34293,20437.76538,23165.84948,23424.48471,23595.24368,27943.70122,28332.62909
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,204.4985928,207.1210766,224.0839263,206.5231,235.3385474,237.5715224,245.6676284,245.0810842,248.4326848,254.2952546,269.6147631,201.7435026,164.1650535,124.5581496,133.3411006,144.0316487,140.2702152,123.8302224,118.3331279,122.9616647,119.2618573,110.4608747,117.8601647,134.5424863,160.0767918,191.7512925,240.347972,320.8610897,373.8939587,335.4384953,348.0013483,458.5509208,490.7924741,557.5341484,630.3126271,705.6175123,755.7526451,758.2976902,840.4496034,918.6525941,925.0006972,1027.585918
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1879.956768,2114.104989,2533.806638,3258.716725,3667.838355,4247.118878,4422.50137,4984.861261,6045.022542,7274.666247,8100.239281,7032.614114,6759.203397,6558.669606,6304.856978,6469.423831,9021.258063,11126.7333,12176.27631,12396.10134,15459.49475,15971.56083,17510.22878,15933.07135,16835.47724,19464.09389,19749.87283,18088.60858,18615.77505,18482.61296,16948.33087,17198.66153,18760.21387,22968.02877,26307.24702,27341.7105,29089.54829,33587.02654,37043.63193,33480.2285,32965.43636,35766.56392,33170.15826,34564.92795,35280.74883,30485.75829,31175.21585,33088.67455,35749.08806,35077.72858,34332.64496,38436.14921,37149.60859
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,163.0765126,177.8644993,212.4587093,210.6241116,235.7542586,282.4510729,410.3507258,449.8410395,516.5560419,554.3130448,603.259544,739.7714932,907.6184211,1239.913823,1160.927146,966.5141607,853.2613898,851.648224,807.9106873,813.9252406,834.4739717,810.4417095,1141.846055,772.8817643,686.9869175,628.0645491,588.3147335,659.9467267,667.1159338,739.9111639,716.6468133,755.1036583,858.5623924,837.9109074,802.664398,820.8056368,1010.735452,1240.316864,1500.066154,1784.593423,2207.603869,1990.750409,2298.316256,2109.800438,2307.627016,2338.125964,2423.846582,1893.140624,1735.426585,1795.659295,1847.207427,1906.967406,1697.367505,1780.134146,1856.915639
